chemical_name,alt_names,casrn,inchikey,mdl_value_ng_L,n_sources,all_reported_values_ng_L,limit_types_reported,source_files
Pyrazophos,,13457-18-6,JOOMJVFZQRQWKR-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pyrene,,129-00-0,BBEAQIROQSPTKN-UHFFFAOYSA-N,20.590596711711076,1,20.590596711711076,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pyridaben,,96489-71-3,DWFZBUWUXWZWKD-UHFFFAOYSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pyrimethanil,,53112-28-0,ZLIBICFPKPWGIZ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pyriproxyfen,,95737-68-1,NHDHVHZZCFYRSB-UHFFFAOYSA-N,0.35,2,0.35; 0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pyrithione,,1121-30-8,YBBJKCMMCRQZMA-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quaternium-15 (free base),,56060-15-2,LDLCEGCJYSDJLX-UPHRSURJSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quinmerac,,90717-03-6,ALZOLUNSQWINIR-UHFFFAOYSA-N,1.0,3,1.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quinmerac BH518-2,,90717-07-0,ZYIDIAPHYHJMCU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quinoline,,91-22-5,SMWDFEZZVXVKRB-UHFFFAOYSA-N,0.5,3,0.5; 10.0; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quinoline N-oxide,,1613-37-2,GIIWGCBLYNDKBO-UHFFFAOYSA-N,0.5,2,0.5; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quinoxyfen,,124495-18-7,WRPIRSINYZBGPK-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Quizalofop,,76578-12-6,ABOOPXYCKNFDNJ-UHFFFAOYNA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Raloxifene,,84449-90-1,GZUITABIAKMVPG-UHFFFAOYSA-N,2.0,3,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ranitidine,,66357-35-5,VMXUWOKSQNHOCA-UKTHLTGXSA-N,6.5,4,6.5; 8.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Rimsulfuron,,122931-48-0,MEFOUWRMVYJCQC-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Risperidone,,106266-06-2,RAPZEAPATHNIPO-UHFFFAOYSA-N,2.0,3,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ropinirole,,91374-21-9,UHSKFQJFRQCDBE-UHFFFAOYSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Roxithromycin,,80214-83-1,RXZBMPWDPOLZGW-HITVVWEBSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Saccharin,,128-44-9,CVHZOJJKTDOEJC-UHFFFAOYSA-N,10.0,1,10.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Salicylic acid,,69-72-7,YGSDEFSMJLZEOE-UHFFFAOYSA-N,0.5,2,0.5; 200.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Salinomycin,,53003-10-4,KQXDHUJYNAXLNZ-XQSDOZFQSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Scopolamine-N-butyl,,,HOZOZZFCZRXYEK-GXLSIKBRSA-M,1.0,1,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected)
Scopolamine-N-butyl,,149-64-4,YBCNXCRZPWQOBR-WVHCHWADSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Secobarbital,,76-73-3,KQPKPCNLIDLUMF-UHFFFAOYSA-N,0.5,3,0.5; 50.0; 80.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sertraline,,79617-96-2,VGKDLMBJGBXTGI-SJCJKPOMSA-N,2.0,3,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sidenafil,Sildenafil,139755-83-2,BNRNXUUZRGQAQC-UHFFFAOYSA-N,0.2,2,0.2; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Simazine,,122-34-9,ODCWYMIRDDJXKW-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Simazine 2-Hydroxy,,2599-11-3,YQIXRXMOJFQVBV-UHFFFAOYSA-N,0.5,3,0.5; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Simetryn,,1014-70-6,MGLWZSOBALDPEK-UHFFFAOYSA-N,0.7,3,0.7; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sotalol,,3930-20-9,ZBMZVLHSJCTVON-UHFFFAOYSA-N,2.5,3,2.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Spinosyn A,,131929-60-7,SRJQTHAZUNRMPR-UYQKXTDMSA-N,0.5,3,0.5; 5.0; 10.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Spirodiclofen,,148477-71-8,DTDSAWVUFPGDMX-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Spiroxamine,,118134-30-8,PUYXTUJWRLOUCW-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sucralose,,56038-13-2,BAQAVOSOZGMPRM-UHFFFAOYSA-N,40.0,2,40.0; 45.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx
Sucralose,,56038-13-2,BAQAVOSOZGMPRM-QBMZZYIRSA-N,40.0,1,40.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sulcotrione,,99105-77-8,PQTBTIFWAXVEPB-UHFFFAOYSA-N,5.0,2,5.0; 999.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sulfadimethoxine,,122-11-2,ZZORFUFYDOWNEF-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sulfamethazine,,57-68-1,ASWVTGNCAZCNNR-UHFFFAOYSA-N,5.0,1,5.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sulfamethoxazole,,723-46-6,JLKIGFTWXXRPMT-UHFFFAOYSA-N,1.5,4,1.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sulfapyridine,,144-83-2,GECHUMIMRBOMGK-UHFFFAOYSA-N,5.0,4,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Sulfathiazole,,72-14-0,JNMRHUJNCSQMMB-UHFFFAOYSA-N,2.5,2,2.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tacrolimus,,,QJJXYPPXXYFBGM-NYOQZLQMSA-N,5.0,1,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected)
Tacrolimus,,104987-11-3,QJJXYPPXXYFBGM-LFZNUXCKSA-N,5.0,1,5.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Talampanel,,161832-65-1,JACAAXNEHGBPOQ-LLVKDONJSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tamoxifen,,10540-29-1,NKANXQFJJICGDU-QPLCGJKRSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Taxifolin,,480-18-2,CXQWRCVTCMQVQX-LSDHHAIUSA-N,0.5,2,0.5; 2.6,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
TDCPP,,13674-87-8,ASLWPAWFJZFCKF-UHFFFAOYSA-N,6.0,3,6.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tebuconazole,,107534-96-3,PXMNMQRDXWABCY-UHFFFAOYSA-N,0.7,4,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tefluthrin,,79538-32-2,ZFHGXWPMULPQSE-SZGBIDFHSA-N,3.640092757576374,1,3.640092757576374,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Telmisartan,,144701-48-4,RMMXLENWKUUMAY-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 1.25; 50.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Temazepam,,846-50-4,SEQDDYPDSLOBDC-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tepraloxydim,,149979-41-9,IOYNQIMAUDJVEI-ZFNPBRLTSA-N,0.5,2,0.5; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Terbinafine,,91161-71-6,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,2.0,2,2.0; 15.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Terbuthylazine,,5915-41-3,FZXISNSWEXTPMF-UHFFFAOYSA-N,0.6,4,0.6; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Terbuthylazine-2-hydroxy,,66753-07-9,OYTCZOJKXCTBHG-UHFFFAOYSA-N,4.0,4,4.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Terbutryn,,886-50-0,IROINLKCQGIITA-UHFFFAOYSA-N,0.7,3,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Testosterone,,58-22-0,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,1.0,2,1.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetraacetylethylenediamine,,10543-57-4,FRPJTGXMTIIFIT-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetrabromobisphenol A,,79-94-7,VEORPZCZECFIRK-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetrabutylammonium,,10549-76-5,DZLFLBLQUQXARW-UHFFFAOYSA-N,0.5,2,0.5; 0.9,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetracain,,94-24-6,GKCBAIGFKIBETG-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetrachlorosalicylanilide,,1154-59-2,SJQBHPJLLIJASD-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetradecylsulfate,,4754-44-3,URLJMZWTXZTZRR-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetraethyleneglycol monobutyl ether,,23783-42-8,ZNYRFEPBTVGZDN-UHFFFAOYSA-N,0.5,2,0.5; 2.6,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetraglyme,Tetraglyme_M+NH4,143-24-8,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,2.5,4,2.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetramethylthiuram monosulfide,,97-74-5,REQPQFUJGGOFQL-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tetrapropylammonium,,13010-31-6,OSBSFAARYOCBHB-UHFFFAOYSA-N,0.5,2,0.5; 0.75,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Theobromine,,83-67-0,YAPQBXQYLJRXSA-UHFFFAOYSA-N,0.5,2,0.5; 11.9,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Theophyllin,,58-55-9,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,10.0,2,10.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thiabendazole,,148-79-8,WJCNZQLZVWNLKY-UHFFFAOYSA-N,2.5,4,2.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thiacloprid,,,HOKKPVIRMVDYPB-GXDHUFHOSA-N,1.0,1,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected)
Thiacloprid,,111988-49-9,HOKKPVIRMVDYPB-UHFFFAOYSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thiacloprid amide,,676228-91-4,LEZHOZPJYAQQNU-UVTDQMKNSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thiadone,,84352-75-0,JFZSAWUKZISBJM-UHFFFAOYSA-N,0.5,2,0.5; 15.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thiamethoxam,,153719-23-4,NWWZPOKUUAIXIW-DHZHZOJOSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thifensulfuron-methyl,,79277-27-3,AHTPATJNIAFOLR-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thiophanate-methyl,,23564-05-8,QGHREAKMXXNCOA-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Thymol,,89-83-8,MGSRCZKZVOBKFT-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
TMDD,,126-86-3,LXOFYPKXCSULTL-UHFFFAOYSA-N,35.0,2,35.0; 100.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tonalide,,21145-77-7,DNRJTBAOUJJKDY-UHFFFAOYSA-N,2.0,2,2.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Torasemide,,56211-40-6,NGBFQHCMQULJNZ-UHFFFAOYSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
TOSU,,126-54-5,BGCSUUSPRCDKBQ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tramadol,,27203-92-5,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,2.5,4,2.5; 3.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
trans-a-Methylstilben,,779-51-1,OVZXISBUYCEVEV-OUKQBFOZSA-N,11.669096536951933,1,11.669096536951933,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
trans-Heptachlor epoxide,,28044-83-9,ZXFXBSWRVIQKOD-WOBUKFROSA-N,8.416047546455133,1,8.416047546455133,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Transfluthrin,,118712-89-3,DDVNRFNDOPPVQJ-HQJQHLMTSA-N,4.7934024428121464,1,4.7934024428121464,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Trenbolone,,10161-33-8,MEHHPFQKXOUFFV-FOIPXRHGSA-N,1.0,2,1.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Treosulfan,,299-75-2,YCPOZVAOBBQLRI-WDSKDSINSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tri(butoxyethyl)phosphate,,78-51-3,WTLBZVNBAKMVDP-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Tri-isobutylphosphate,,126-71-6,HRKAMJBPFPHCSD-UHFFFAOYSA-N,0.5,2,0.5; 45.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Triacetin,,102-76-1,URAYPUMNDPQOKB-UHFFFAOYSA-N,0.5,2,0.5; 2.7,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Triadimenol,,55219-65-3,BAZVSMNPJJMILC-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Triallate,,2303-17-5,MWBPRDONLNQCFV-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Triamcinolone,,124-94-7,GFNANZIMVAIWHM-OBYCQNJPSA-N,1.0,2,1.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
