chemical_name,alt_names,casrn,inchikey,mdl_value_ng_L,n_sources,all_reported_values_ng_L,limit_types_reported,source_files
Etofenprox,,80844-07-1,YREQHYQNNWYQCJ-UHFFFAOYSA-N,0.5,2,0.5; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Etoposide,,,VJJPUSNTGOMMGY-UHFFFAOYSA-N,20.0,1,20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected)
Etoposide,,33419-42-0,VJJPUSNTGOMMGY-MRVIYFEKSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Exemestane,,107868-30-4,BFYIZQONLCFLEV-DAELLWKTSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Famoxadone,,131807-57-3,PCCSBWNGDMYFCW-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenofibrate,,49562-28-9,YMTINGFKWWXKFG-UHFFFAOYSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenoxycarb,,72490-01-8,HJUFTIJOISQSKQ-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenpropidin,,67306-00-7,MGNFYQILYYYUBS-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenpropimorph,,67564-91-4,RYAUSSKQMZRMAI-ALOPSCKCSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenpyroximate,,149054-53-5,YYJNOYZRYGDPNH-MFKUBSTISA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenthion,,55-38-9,PNVJTZOFSHSLTO-UHFFFAOYSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fenuron,,101-42-8,XXOYNJXVWVNOOJ-UHFFFAOYSA-N,0.7,4,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Finasteride,,98319-26-7,DBEPLOCGEIEOCV-WSBQPABSSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fipronil,,120068-37-3,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,0.5,3,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fipronil desulfinyl,,205650-65-3,JWKXVHLIRTVXLD-UHFFFAOYSA-N,0.7,2,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fipronil sulfide,,120067-83-6,FQXWEKADCSXYOC-UHFFFAOYSA-N,0.7,2,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fipronil sulfone,,120068-36-2,LGHZJDKSVUTELU-UHFFFAOYSA-N,0.7,2,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluazinam,,79622-59-6,UZCGKGPEKUCDTF-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluconazole,,86386-73-4,RFHAOTPXVQNOHP-UHFFFAOYSA-N,2.0,4,2.0; 12.2,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fludrocortisone-21-acetate,,514-36-3,SYWHXTATXSMDSB-GSLJADNHSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flufenacet,,142459-58-3,IANUJLZYFUDJIH-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flufenoxuron,,101463-69-8,RYLHNOVXKPXDIP-UHFFFAOYSA-N,1.0,2,1.0; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flumequine,,42835-25-6,DPSPPJIUMHPXMA-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flumethasone,,2135-17-3,WXURHACBFYSXBI-GQKYHHCASA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flumioxazin,,103361-09-7,FOUWCSDKDDHKQP-UHFFFAOYSA-N,0.5,2,0.5; 50.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flunisolide,,3385-03-3,XSFJVAJPIHIPKU-XWCQMRHXSA-N,0.1,3,0.1; 0.5; 100.0,LOQ; MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluocinolone acetonide,,67-73-2,FEBLZLNTKCEFIT-VSXGLTOVSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluoranthene,,206-44-0,GVEPBJHOBDJJJI-UHFFFAOYSA-N,17.29375775356691,1,17.29375775356691,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluorene,,86-73-7,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,33.789915104874304,1,33.789915104874304,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluorometholone,,426-13-1,FAOZLTXFLGPHNG-KNAQIMQKSA-N,0.1,2,0.1; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluoxastrobin,,361377-29-9,UFEODZBUAFNAEU-NLRVBDNBSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluoxetine,,54910-89-3,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flupentixol,,53772-82-0,NJMYODHXAKYRHW-DVZOWYKESA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flupyrsulfuron-methyl,,144740-53-4,DTVOKYWXACGVGO-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flurtamone,,96525-23-4,NYRMIJKDBAQCHC-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flusilazole,,85509-19-9,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Flutamide,,13311-84-7,MKXKFYHWDHIYRV-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluticasone propionate,,80474-14-2,WMWTYOKRWGGJOA-CENSZEJFSA-N,0.1,2,0.1; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluvalinate,,69409-94-5,INISTDXBRIBGOC-UHFFFAOYSA-N,250.0,1,250.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Fluvoxamine,,54739-18-3,CJOFXWAVKWHTFT-UHFFFAOYSA-N,2.0,3,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx
Fluvoxamine,,54739-18-3,CJOFXWAVKWHTFT-XSFVSMFZSA-N,2.0,1,2.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Foramsulfuron,,173159-57-4,PXDNXJSDGQBLKS-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Formetanate,,22259-30-9,RMFNNCGOSPBBAD-UHFFFAOYSA-N,0.5,2,0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Furosemide,,54-31-9,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,1.0,4,1.0; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Gabapentin,,60142-96-3,UGJMXCAKCUNAIE-UHFFFAOYSA-N,20.0,3,20.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Gabapentin-Lactam,,64744-50-9,JAWPQJDOQPSNIQ-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 5.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Galaxolide,,1222-05-5,ONKNPOPIGWHAQC-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Gemfibrozil,,25812-30-0,HEMJJKBWTPKOJG-UHFFFAOYSA-N,50.0,2,50.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Genistein,,446-72-0,TZBJGXHYKVUXJN-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Gestoden,,60282-87-3,SIGSPDASOTUPFS-XUDSTZEESA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Glibenclamide,,10238-21-8,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Glimepiride,,93479-97-1,WIGIZIANZCJQQY-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Guanylurea,,141-83-3,SQSPRWMERUQXNE-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Habanolide,,34902-57-3,KHLFMZDGADSQGR-ACCUITESSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Haloxyfop,,69806-34-4,GOCUAJYOYBLQRH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Harman,,486-84-0,PSFDQSOCUJVVGF-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 1.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Harmine,,442-51-3,BXNJHAXVSOCGBA-UHFFFAOYSA-N,0.1,3,0.1; 0.5,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Heptachlor,,76-44-8,FRCCEHPWNOQAEU-UHFFFAOYSA-N,30.51208014178473,1,30.51208014178473,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexa(methoxymethyl)melamine,,3089-11-0,BNCADMBVWNPPIZ-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexabromobenzene,,87-82-1,CAYGQBVSOZLICD-UHFFFAOYSA-N,29.49944812540119,1,29.49944812540119,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexachlorobenzene,,118-74-1,CKAPSXZOOQJIBF-UHFFFAOYSA-N,5.895268338587043,1,5.895268338587043,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexachlorobutadiene,,87-68-3,RWNKSTSCBHKHTB-UHFFFAOYSA-N,50.0,1,50.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexachlorocyclopentadiene,,77-47-4,VUNCWTMEJYMOOR-UHFFFAOYSA-N,500.0,1,500.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexachloroethane,,67-72-1,VHHHONWQHHHLTI-UHFFFAOYSA-N,175.21488637315974,1,175.21488637315974,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexachloropropene,,1888-71-7,VFDYKPARTDCDCU-UHFFFAOYSA-N,196.52997369225767,1,196.52997369225767,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexadecylpyridinium,,7773-52-6,NEUSVAOJNUQRTM-UHFFFAOYSA-N,10.0,2,10.0; 17.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexadecyltrimethylammonium,,6899-10-1,RLGQACBPNDBWTB-UHFFFAOYSA-N,1.0,2,1.0; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexamethylenediamine,,124-09-4,NAQMVNRVTILPCV-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hexazinone,,51235-04-2,CAWXEEYDBZRFPE-UHFFFAOYSA-N,0.5,2,0.5; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Homosalate,,118-56-9,WSSJONWNBBTCMG-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hydrochlorothiazide,,58-93-5,JZUFKLXOESDKRF-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hydrocortisonacetate,,50-03-3,ALEXXDVDDISNDU-JZYPGELDSA-N,10.0,1,10.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hydrocortisone,,50-23-7,JYGXADMDTFJGBT-VWUMJDOOSA-N,2.5,1,2.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Hydroxychloroquine,,118-42-3,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,10.0,1,10.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ibuprofen,,15687-27-1,HEFNNWSXXWATRW-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Icaridin,,119515-38-7,QLHULAHOXSSASE-UHFFFAOYSA-N,1.0,3,1.0; 1.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ifosfamide,,3778-73-2,HOMGKSMUEGBAAB-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Imatinib,,152459-95-5,KTUFNOKKBVMGRW-UHFFFAOYSA-N,20.0,1,20.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Imazalil,,35554-44-0,PZBPKYOVPCNPJY-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Imazapyr,,81334-34-1,CLQMBPJKHLGMQK-UHFFFAOYSA-N,0.1,3,0.1; 0.5; 1.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Imidacloprid,,138261-41-3,YWTYJOPNNQFBPC-UHFFFAOYSA-N,0.75,4,0.75; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Imidacloprid-guanidine,,115970-17-7,UEQZFAGVRGWPDK-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Imidacloprid-urea,,120868-66-8,ADWTYURAFSWNSU-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Iminostilbene,,256-96-2,LCGTWRLJTMHIQZ-UHFFFAOYSA-N,0.7,3,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"Indeno[1,2,3-cd]pyrene",,193-39-5,SXQBHARYMNFBPS-UHFFFAOYSA-N,88.64820516047878,1,88.64820516047878,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Indole-3-acetic acid,,87-51-4,SEOVTRFCIGRIMH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Indole-3-acrylic acid,,29953-71-7,JUFCFYAQXLCTSV-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Indometacin,,53-86-1,CGIGDMFJXJATDK-UHFFFAOYSA-N,2.0,3,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Indoxacarb,,173584-44-6,VBCVPMMZEGZULK-NRFANRHFSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Iohexol,,66108-95-0,NTHXOOBQLCIOLC-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Iopamidol,,60166-93-0,XQZXYNRDCRIARQ-LURJTMIESA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Irgarol,,28159-98-0,HDHLIWCXDDZUFH-UHFFFAOYSA-N,0.65,4,0.65; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
ISO E Super,,54464-57-2,FVUGZKDGWGKCFE-UHFFFAOYSA-N,50.0,2,50.0; 400.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isophorone,,78-59-1,HJOVHMDZYOCNQW-UHFFFAOYSA-N,0.1,2,0.1; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isophorone diamine,,2855-13-2,RNLHGQLZWXBQNY-UHFFFAOYSA-N,20.0,3,20.0; 45.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isophthalic acid,,121-91-5,QQVIHTHCMHWDBS-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isoproturon,,34123-59-6,PUIYMUZLKQOUOZ-UHFFFAOYSA-N,0.5,4,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isopyrazam,,881685-58-1,XTDZGXBTXBEZDN-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isoxaben,,82558-50-7,PMHURSZHKKJGBM-UHFFFAOYSA-N,0.3,2,0.3; 0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Isoxaflutole,,141112-29-0,OYIKARCXOQLFHF-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
