"kind","unit","label","method","site","mean_weight","sd_weight","n_edges_on_skeleton","mean_weight_on_skeleton","strength_skeleton","within_module_mean"
"tu","Danube_Upper","Upper Danube","bonobo","EUS_103",0.284330346873901,0.275821845324332,278,0.859435396304102,238.92304017254,0.865923252246628
"tu","Danube_Upper","Upper Danube","bonobo","EUS_104",0.273653656437667,0.276051047360611,278,0.854043323603664,237.424043961818,0.863393177950625
"tu","Danube_Upper","Upper Danube","bonobo","EUS_105",0.255028719483617,0.281293592706939,278,0.864262423565027,240.264953751078,0.871623075472497
"tu","Danube_Upper","Upper Danube","bonobo","EUS_106",0.252173524670573,0.284544329718487,278,0.862807896587143,239.860595251226,0.868928948548834
"tu","Danube_Upper","Upper Danube","bonobo","EUS_107",0.275796988684002,0.276236507765114,278,0.855645428018902,237.869428989255,0.858787125329433
"tu","Danube_Upper","Upper Danube","bonobo","EUS_108",0.244270185962301,0.3167540492231,278,0.844009595421556,234.634667527193,0.863879861168959
"tu","Danube_Upper","Upper Danube","bonobo","EUS_109",0.256192305746416,0.289043401875079,278,0.854540344801837,237.562215854911,0.86608247932331
"tu","Danube_Upper","Upper Danube","bonobo","EUS_110",0.270843120591971,0.311777535340453,278,0.849945922406362,236.284966428969,0.865844068978782
"tu","Danube_Upper","Upper Danube","bonobo","EUS_170",0.256776143864403,0.272625432472837,278,0.834858040526447,232.090535266352,0.837793846962846
"tu","Danube_Upper","Upper Danube","bonobo","EUS_171",0.293046018933379,0.265144740400213,278,0.856576196945049,238.128182750724,0.860210592282248
"tu","Danube_Upper","Upper Danube","bonobo","EUS_172",0.282852147431987,0.269620039355571,278,0.852026662601964,236.863412203346,0.855710095775305
"tu","Danube_Upper","Upper Danube","bonobo","EUS_181",0.372728688464338,0.333596394107062,278,0.913360315863665,253.914167810099,0.914835736693188
"tu","Danube_Upper","Upper Danube","bonobo","EUS_182",0.247998275324934,0.277489664942779,278,0.82404819388849,229.085397901,0.824190754900658
"tu","Danube_Upper","Upper Danube","bonobo","EUS_183",0.388131569035833,0.368980261396784,278,0.925215826580429,257.209999789359,0.926181444656094
"tu","Danube_Upper","Upper Danube","bonobo","EUS_301",0.27251292347619,0.270435774985277,278,0.859536543703598,238.9511591496,0.865619175431304
"tu","Danube_Upper","Upper Danube","bonobo","EUS_302",0.272952151679242,0.274986668200123,278,0.860016918340516,239.084703298663,0.86609238996639
"tu","Danube_Upper","Upper Danube","bonobo","EUS_303",0.26856745123373,0.277570804229197,278,0.861224571874054,239.420430980987,0.86708961320204
"tu","Danube_Upper","Upper Danube","bonobo","EUS_304",0.260800712277977,0.280771499797046,278,0.861540395232242,239.508229874563,0.867042056546313
"tu","Danube_Upper","Upper Danube","bonobo","EUS_305",0.285479972702429,0.276162902830573,278,0.859899032439694,239.051931018235,0.867096087611075
"tu","Danube_Upper","Upper Danube","bonobo","EUS_306",0.274720274735178,0.27937853581114,278,0.859667097309816,238.987453052129,0.86543528043435
"tu","Danube_Upper","Upper Danube","bonobo","EUS_307",0.274133896728938,0.280603750845467,278,0.86073656519598,239.284765124482,0.867719383925364
"tu","Danube_Upper","Upper Danube","bonobo","EUS_308",0.276152198880923,0.278885291817685,278,0.862967068465043,239.904845033282,0.868834567445224
"tu","Danube_Upper","Upper Danube","bonobo","EUS_309",0.270417571139572,0.281125590713794,278,0.858308198263232,238.609679117178,0.863086127976962
"tu","Danube_Upper","Upper Danube","bonobo","EUS_310",0.27242011357271,0.280323211349609,278,0.861306014879679,239.443072136551,0.866670598585685
"tu","Danube_Upper","Upper Danube","bonobo","EUS_311",0.255716537800344,0.284007890519916,278,0.860891280088946,239.327775864727,0.866301421741548
"tu","Danube_Upper","Upper Danube","bonobo","EUS_312",0.26022398363995,0.286869804090054,278,0.858104081431127,238.552934637853,0.863912910485505
"tu","Danube_Upper","Upper Danube","bonobo","EUS_376",0.265058033628446,0.308545740439229,278,0.871132821586883,242.174924401154,0.876013655999509
"tu","Danube_Upper","Upper Danube","bonobo","EUS_377",0.259842861211113,0.311675828120427,278,0.871104788297332,242.167131146658,0.875755988865827
"tu","Danube_Upper","Upper Danube","bonobo","EUS_378",0.289836788518152,0.279713616220929,278,0.868679044090289,241.4927742571,0.872734589636598
"tu","Danube_Upper","Upper Danube","bonobo","EUS_379",0.254309204955799,0.284814651617107,278,0.842175677644788,234.124838385251,0.852939615988681
"tu","Danube_Upper","Upper Danube","bonobo","EUS_380",0.256710959539947,0.311773717691005,278,0.860645969572246,239.259579541084,0.866121066421654
"tu","Danube_Middle","Middle Danube","lioness","EUS_001",-0.184000175350333,1.91733565309861,235,0.71395294395351,264.341047094929,0.71770605546448
"tu","Danube_Middle","Middle Danube","lioness","EUS_002",0.0796999144517403,0.855451987179741,235,0.648011706186249,199.544575913743,0.617913800324166
"tu","Danube_Middle","Middle Danube","lioness","EUS_003",1.67380901373941,4.3246377833799,235,2.1518199318922,580.230135513947,1.86625716708715
"tu","Danube_Middle","Middle Danube","lioness","EUS_004",-0.0086313137062519,1.09347846245165,235,0.616704787638082,214.767176927881,0.614420556969219
"tu","Danube_Middle","Middle Danube","lioness","EUS_005",-0.0311440367827017,1.09076903481527,235,0.634532289428742,207.433569145796,0.669291172239514
"tu","Danube_Middle","Middle Danube","lioness","EUS_006",0.170997763454083,0.661581638948827,235,0.654789635084725,211.909744165869,0.649097556608153
"tu","Danube_Middle","Middle Danube","lioness","EUS_007",0.331261730557909,0.499285859259377,235,0.821496830410266,218.960282827007,0.795935731950176
"tu","Danube_Middle","Middle Danube","lioness","EUS_008",0.355716454035352,0.439183772548577,235,0.777601113365819,203.067170443531,0.76596791123782
"tu","Danube_Middle","Middle Danube","lioness","EUS_009",0.204130220711706,0.775654322228922,235,0.754176368086339,222.155461898072,0.719895841167303
"tu","Danube_Middle","Middle Danube","lioness","EUS_010",0.45917454963031,0.53448029387067,235,0.920187080829911,226.124140554466,0.927041466015344
"tu","Danube_Middle","Middle Danube","lioness","EUS_011",0.415775597216164,0.522878093333869,235,0.862041899520371,221.540571215209,0.855860078097643
"tu","Danube_Middle","Middle Danube","lioness","EUS_012",0.294583996926335,0.818792098218207,235,0.759436640293112,206.330138112968,0.746771549201406
"tu","Danube_Middle","Middle Danube","lioness","EUS_013",0.430307608343245,0.535081764543718,235,0.879530599747947,226.319776651134,0.875878522528179
"tu","Danube_Middle","Middle Danube","lioness","EUS_164",0.0578168234207849,2.18555853946641,235,0.527399703334774,239.170107219167,0.549572203305063
"tu","Danube_Middle","Middle Danube","lioness","EUS_165",0.221764609304567,0.775666449691734,235,0.750085448477794,214.925724496186,0.722309618643984
"tu","Danube_Middle","Middle Danube","lioness","EUS_166",0.244637222893683,0.554744028119864,235,0.715268800628683,195.374476341815,0.69419818260089
"tu","Danube_Middle","Middle Danube","lioness","EUS_167",0.13683920770901,0.544500729383111,235,0.571211506478398,176.217060996571,0.565068858721524
"tu","Danube_Middle","Middle Danube","lioness","EUS_168",0.112383417812048,0.539653695490093,235,0.594620277790988,179.286434351213,0.595623887094189
"tu","Danube_Middle","Middle Danube","lioness","EUS_169",0.177524304290498,0.663957193514402,235,0.587464972471953,199.445264770818,0.55387462769794
"tu","Danube_Middle","Middle Danube","lioness","EUS_176",-0.0453920089224263,1.95981007046373,235,0.420369712409943,286.975000675127,0.704832128295284
"tu","Danube_Middle","Middle Danube","lioness","EUS_177",0.701726287553244,2.68765742183139,235,1.40261014482751,415.110352721058,1.25646223067334
"tu","Danube_Middle","Middle Danube","lioness","EUS_178",0.0902225173627453,0.72783469362962,235,0.624950007624749,184.573197356562,0.606594231150904
"tu","Danube_Middle","Middle Danube","lioness","EUS_179",0.0344455775855156,0.841398078634493,235,0.606040278425095,183.256721922375,0.613296421934729
"tu","Danube_Middle","Middle Danube","lioness","EUS_180",0.0574509942521227,1.02812729014738,235,0.673442204475729,196.843610936059,0.657264750198455
"tu","Danube_Middle","Middle Danube","lioness","EUS_313",0.450268130536701,2.28076708479935,235,0.823954108739377,286.516474584144,0.895086823724343
"tu","Danube_Middle","Middle Danube","lioness","EUS_314",0.0520925968623445,0.768286039000867,235,0.672962720934381,193.453485025678,0.664908030210436
"tu","Danube_Middle","Middle Danube","lioness","EUS_315",0.100294208137989,0.658805916244096,235,0.574760098690285,184.511488158977,0.583657244362735
"tu","Danube_Middle","Middle Danube","lioness","EUS_316",0.0776812255993307,0.771283443678722,235,0.675872981395978,188.76380482891,0.684590195175634
"tu","Danube_Middle","Middle Danube","lioness","EUS_317",0.118441242203027,0.94849040521892,235,0.792815647112534,222.602359912616,0.803933493876552
"tu","Danube_Middle","Middle Danube","lioness","EUS_318",0.0824973516194625,0.69387673310498,235,0.716498895448991,208.051532572909,0.720245685926191
"tu","Danube_Middle","Middle Danube","lioness","EUS_319",0.0781661164684027,0.563831644482226,235,0.745111069422712,200.175259649798,0.734076834267354
